,Key,date,season,away,home,Away Line Close,Away Odds Close,Home Odds Close,point_diff,win,cover,eloaway,elohome,eloaway_lag1,elohome_lag1,eloaway_lag2,elohome_lag2
625,2016-12-11carsdg,2016-12-11,2016,sdg,car,1.0,2.02,1.884,-12,0,0,1453.02700855222,1530.9041840926,1481.45851040338,1425.31049002265,1444.61544125918,1551.10489452556
626,2016-12-11clecin,2016-12-11,2016,cin,cle,-4.5,1.502,2.79,13,1,1,1518.00505758071,1249.780041448345,1483.21227752843,1291.4007198847,1501.118959650733,1264.76203947864
627,2016-12-11clthtx,2016-12-11,2016,htx,clt,6.5,3.39,1.37,5,1,1,1469.00547601472,1525.60618709983,1479.90225636909,1473.2497174784398,1512.4834847189002,1344.01374473591
628,2016-12-11detchi,2016-12-11,2016,chi,det,7.5,3.85,1.307,-3,0,1,1314.01808356315,1586.14264559369,1290.99250923686,1550.89103818747,1305.80589287797,1539.4457261748
629,2016-12-11gnbsea,2016-12-11,2016,sea,gnb,-3.0,1.675,2.34,-28,0,0,1650.91472276443,1558.4840829368,1630.36742185044,1544.92711038617,1679.68809129832,1497.3174788943
630,2016-12-11jaxmin,2016-12-11,2016,min,jax,-3.0,1.564,2.59,9,1,1,1558.6887771688,1305.12894664752,1568.98473311769,1319.1989100821102,1581.0918069899,1321.9470798972
631,2016-12-11miacrd,2016-12-11,2016,crd,mia,-2.0,1.854,2.06,-3,0,0,1547.48362707532,1484.210310164818,1522.88368397394,1520.48064200411,1547.22332135663,1505.72232062131
632,2016-12-11nygdal,2016-12-11,2016,dal,nyg,-3.5,1.546,2.65,-3,0,0,1682.89737470082,1512.44228486931,1678.17816469213,1534.13438642945,1666.93814969247,1522.53911792088
633,2016-12-11otiden,2016-12-11,2016,den,oti,2.0,2.09,1.833,-3,0,0,1623.09839480718,1452.09938384692,1624.95099843838,1426.16154919631,1616.6904554661198,1440.70309558086
634,2016-12-11phiwas,2016-12-11,2016,was,phi,-1.5,1.847,2.07,5,1,1,1546.69105428151,1470.9384028473398,1571.70478092854,1496.55310816874,1570.3108202694998,1534.3066741487398
635,2016-12-11ramatl,2016-12-11,2016,atl,ram,-5.0,1.467,2.92,28,1,1,1587.99720700342,1425.54050322043,1597.59163315158,1445.91765231147,1574.93960917594,1470.68262309113
636,2016-12-11sfonyj,2016-12-11,2016,nyj,sfo,3.0,2.3,1.694,6,1,1,1350.7959250796698,1301.47589374893,1442.53199721001,1338.9010848506,1445.61756410808,1331.4083594504
637,2016-12-11tamnor,2016-12-11,2016,nor,tam,2.5,2.18,1.769,-5,0,0,1480.32685783709,1527.47605141063,1521.94529462782,1503.8429308716102,1491.39176113216,1464.795845794
638,2016-12-12nwerav,2016-12-12,2016,rav,nwe,6.0,3.21,1.403,-7,0,0,1528.50935206463,1738.6691206414598,1482.54170409513,1734.09930661308,1465.7375690617,1726.40835751606
639,2016-12-15searam,2016-12-15,2016,ram,sea,15.0,9.28,1.09,-21,0,0,1397.08063025343,1595.01622910267,1425.54050322043,1650.91472276443,1445.91765231147,1630.36742185044
640,2016-12-17nyjmia,2016-12-17,2016,mia,nyj,-2.5,1.735,2.23,21,1,1,1418.44723311709,1366.1072268625198,1484.210310164818,1350.7959250796698,1520.48064200411,1442.53199721001
641,2016-12-18atlsfo,2016-12-18,2016,sfo,atl,13.5,7.71,1.117,-28,0,0,1282.98205153267,1610.80437675023,1301.47589374893,1587.99720700342,1338.9010848506,1597.59163315158
642,2016-12-18bufcle,2016-12-18,2016,cle,buf,10.5,4.93,1.217,-20,0,0,1232.0938194777798,1512.70820850234,1249.780041448345,1539.423829187,1291.4007198847,1567.05264739427
643,2016-12-18chignb,2016-12-18,2016,gnb,chi,-4.5,1.471,2.9,3,1,0,1601.40709284299,1315.59888797556,1558.4840829368,1314.01808356315,1544.92711038617,1290.99250923686
644,2016-12-18cinpit,2016-12-18,2016,pit,cin,-3.0,1.645,2.4,4,1,1,1608.022432567556,1526.78739109822,1598.62783670421,1518.00505758071,1583.28930129483,1483.21227752843
645,2016-12-18crdnor,2016-12-18,2016,nor,crd,3.0,2.36,1.666,7,1,1,1454.571748572651,1524.34803809741,1480.32685783709,1547.48362707532,1521.94529462782,1522.88368397394
646,2016-12-18daltam,2016-12-18,2016,tam,dal,7.0,3.56,1.344,-6,0,1,1533.3133909777898,1650.45360903174,1527.47605141063,1682.89737470082,1503.8429308716102,1678.17816469213
647,2016-12-18dennwe,2016-12-18,2016,nwe,den,-3.0,1.671,2.35,13,1,1,1748.1122856890902,1609.7389778656402,1738.6691206414598,1623.09839480718,1734.09930661308,1624.95099843838
648,2016-12-18htxjax,2016-12-18,2016,jax,htx,3.5,2.66,1.54,-1,0,1,1293.0668985069,1486.2709119724,1305.12894664752,1469.00547601472,1319.1989100821102,1479.90225636909
649,2016-12-18kanoti,2016-12-18,2016,oti,kan,6.0,3.24,1.396,2,1,1,1460.9009387801,1675.404228076059,1452.09938384692,1663.12708441619,1426.16154919631,1652.4620772660198
650,2016-12-18minclt,2016-12-18,2016,clt,min,5.0,3.11,1.423,28,1,1,1498.34801448599,1575.6680063966198,1525.60618709983,1558.6887771688,1473.2497174784398,1568.98473311769
651,2016-12-18nygdet,2016-12-18,2016,det,nyg,4.0,2.79,1.502,-11,0,0,1583.15952106154,1520.84278365704,1586.14264559369,1512.44228486931,1550.89103818747,1534.13438642945
652,2016-12-18ravphi,2016-12-18,2016,phi,rav,5.0,3.01,1.444,-1,0,1,1452.7828160425502,1524.24609959558,1470.9384028473398,1528.50935206463,1496.55310816874,1482.54170409513
653,2016-12-18sdgrai,2016-12-18,2016,rai,sdg,-2.5,1.781,2.16,3,1,1,1585.80683531624,1426.92610501409,1612.81974310299,1453.02700855222,1591.9442724191902,1481.45851040338
654,2016-12-19wascar,2016-12-19,2016,car,was,7.0,3.56,1.344,11,1,1,1537.77507288145,1558.5352579312598,1530.9041840926,1546.69105428151,1425.31049002265,1571.70478092854
655,2016-12-22phinyg,2016-12-22,2016,nyg,phi,1.0,2.09,1.833,-5,0,0,1545.92849757145,1445.6820960942198,1520.84278365704,1452.7828160425502,1512.44228486931,1470.9384028473398
656,2016-12-24bufmia,2016-12-24,2016,mia,buf,4.5,2.97,1.454,3,1,1,1460.68548984968,1522.9845213712,1418.44723311709,1512.70820850234,1484.210310164818,1539.423829187
657,2016-12-24caratl,2016-12-24,2016,atl,car,-3.0,1.649,2.39,17,1,1,1617.64147903103,1569.2567345533498,1610.80437675023,1537.77507288145,1587.99720700342,1530.9041840926
658,2016-12-24chiwas,2016-12-24,2016,was,chi,-3.0,1.671,2.35,20,1,1,1526.07347743432,1315.94782130029,1558.5352579312598,1315.59888797556,1546.69105428151,1314.01808356315
659,2016-12-24clesdg,2016-12-24,2016,sdg,cle,-4.5,1.471,2.9,-3,0,0,1413.91026471079,1228.71322201326,1426.92610501409,1232.0938194777798,1453.02700855222,1249.780041448345
660,2016-12-24gnbmin,2016-12-24,2016,min,gnb,6.5,3.35,1.377,-13,0,0,1521.47619755374,1600.60025729626,1575.6680063966198,1601.40709284299,1558.6887771688,1558.4840829368
661,2016-12-24htxcin,2016-12-24,2016,cin,htx,3.0,2.4,1.645,-2,0,1,1507.508715204325,1457.8365823938,1526.78739109822,1486.2709119724,1518.00505758071,1469.00547601472
662,2016-12-24jaxoti,2016-12-24,2016,oti,jax,-4.0,1.502,2.79,-21,0,0,1475.4142277569,1279.81644169913,1460.9009387801,1293.0668985069,1452.09938384692,1305.12894664752
663,2016-12-24nortam,2016-12-24,2016,tam,nor,3.0,2.61,1.558,-7,0,0,1511.09291212311,1494.2216244677902,1533.3133909777898,1454.571748572651,1527.47605141063,1480.32685783709
664,2016-12-24nwenyj,2016-12-24,2016,nyj,nwe,17.0,11.51,1.066,-38,0,0,1335.66997470473,1759.99606332935,1366.1072268625198,1748.1122856890902,1350.7959250796698,1738.6691206414598
665,2016-12-24raiclt,2016-12-24,2016,clt,rai,3.5,2.59,1.564,-8,0,0,1552.75507767697,1591.31663118252,1498.34801448599,1585.80683531624,1525.60618709983,1612.81974310299
666,2016-12-24ramsfo,2016-12-24,2016,sfo,ram,5.0,3.01,1.444,1,1,1,1279.09837702174,1383.0477161208014,1282.98205153267,1397.08063025343,1301.47589374893,1425.54050322043
667,2016-12-24seacrd,2016-12-24,2016,crd,sea,8.0,4.3,1.263,3,1,1,1501.99166727033,1606.6438589242998,1524.34803809741,1595.01622910267,1547.48362707532,1650.91472276443
668,2016-12-25kanden,2016-12-25,2016,den,kan,3.5,2.71,1.526,-23,0,0,1582.93960784048,1648.80869837391,1609.7389778656402,1675.404228076059,1623.09839480718,1663.12708441619
669,2016-12-25pitrav,2016-12-25,2016,rav,pit,5.5,3.26,1.393,-4,0,1,1520.91620855026,1622.19176857462,1524.24609959558,1608.022432567556,1528.50935206463,1598.62783670421
670,2016-12-26daldet,2016-12-26,2016,det,dal,6.5,3.46,1.359,-21,0,0,1557.6269982096,1666.82428786038,1583.15952106154,1650.45360903174,1586.14264559369,1682.89737470082
671,2017-01-01atlnor,2017-01-01,2016,nor,atl,7.5,4.05,1.285,-6,0,1,1508.93744448956,1651.35691154638,1494.2216244677902,1617.64147903103,1454.571748572651,1610.80437675023
672,2017-01-01cinrav,2017-01-01,2016,rav,cin,-1.0,1.8,2.13,-17,0,0,1512.75620835985,1496.763749782193,1520.91620855026,1507.508715204325,1524.24609959558,1526.78739109822
673,2017-01-01cltjax,2017-01-01,2016,jax,clt,5.5,3.22,1.4,-4,0,1,1327.60929684989,1540.3957685028802,1279.81644169913,1552.75507767697,1293.0668985069,1498.34801448599
674,2017-01-01denrai,2017-01-01,2016,rai,den,1.0,2.04,1.869,-18,0,0,1467.94584408443,1558.91068731424,1591.31663118252,1582.93960784048,1585.80683531624,1609.7389778656402
675,2017-01-01detgnb,2017-01-01,2016,gnb,det,-3.5,1.54,2.66,7,1,1,1623.89708900788,1532.24256003495,1600.60025729626,1557.6269982096,1601.40709284299,1583.15952106154
676,2017-01-01mianwe,2017-01-01,2016,nwe,mia,-7.5,1.268,4.23,21,1,1,1763.20189462063,1484.5458883377,1759.99606332935,1460.68548984968,1748.1122856890902,1418.44723311709
677,2017-01-01minchi,2017-01-01,2016,chi,min,6.0,3.26,1.393,-28,0,0,1291.44360086808,1512.48711075062,1315.94782130029,1521.47619755374,1315.59888797556,1575.6680063966198
678,2017-01-01nyjbuf,2017-01-01,2016,buf,nyj,-4.0,1.526,2.71,-20,0,0,1456.03638434564,1398.07728780316,1522.9845213712,1335.66997470473,1512.70820850234,1366.1072268625198
679,2017-01-01otihtx,2017-01-01,2016,htx,oti,3.0,2.48,1.609,-7,0,0,1468.25038549662,1301.04810622281,1457.8365823938,1475.4142277569,1486.2709119724,1460.9009387801
680,2017-01-01phidal,2017-01-01,2016,dal,phi,6.5,3.26,1.393,-14,0,0,1688.30640903499,1467.75315888133,1666.82428786038,1445.6820960942198,1650.45360903174,1452.7828160425502
681,2017-01-01pitcle,2017-01-01,2016,cle,pit,3.5,2.71,1.526,-3,0,1,1245.98787488475,1501.7435003071,1228.71322201326,1622.19176857462,1232.0938194777798,1608.022432567556
682,2017-01-01ramcrd,2017-01-01,2016,crd,ram,-7.0,1.333,3.64,38,1,1,1528.5310037972802,1360.61758699195,1501.99166727033,1383.0477161208014,1524.34803809741,1397.08063025343
683,2017-01-01sdgkan,2017-01-01,2016,kan,sdg,-5.5,1.434,3.05,10,1,1,1678.23143455554,1396.20452329463,1648.80869837391,1413.91026471079,1675.404228076059,1426.92610501409
684,2017-01-01sfosea,2017-01-01,2016,sea,sfo,-11.5,1.181,5.61,2,1,0,1591.02003087575,1293.98630545725,1606.6438589242998,1279.09837702174,1595.01622910267,1282.98205153267
685,2017-01-01tamcar,2017-01-01,2016,car,tam,3.5,2.71,1.526,-1,0,1,1527.1962648311298,1492.65641465702,1569.2567345533498,1511.09291212311,1537.77507288145,1533.3133909777898
686,2017-01-01wasnyg,2017-01-01,2016,nyg,was,8.5,4.1,1.25,9,1,1,1525.58459721799,1554.31228965733,1545.92849757145,1526.07347743432,1520.84278365704,1558.5352579312598
687,2017-01-07htxrai,2017-01-07,2016,rai,htx,4.0,2.86,1.48,-13,0,0,1472.06726327353,1474.94564759591,1467.94584408443,1468.25038549662,1591.31663118252,1457.8365823938
688,2017-01-07seadet,2017-01-07,2016,det,sea,8.5,4.61,1.238,-20,0,0,1512.81318246326,1596.07241685916,1532.24256003495,1591.02003087575,1557.6269982096,1606.6438589242998
689,2017-01-08gnbnyg,2017-01-08,2016,nyg,gnb,5.0,2.95,1.458,-25,0,0,1550.98037310457,1650.69813905798,1525.58459721799,1623.89708900788,1545.92849757145,1600.60025729626
690,2017-01-08pitmia,2017-01-08,2016,mia,pit,11.0,5.8,1.173,-18,0,0,1473.38059690753,1637.52193392217,1484.5458883377,1501.7435003071,1460.68548984968,1622.19176857462
691,2017-01-14atlsea,2017-01-14,2016,sea,atl,6.5,3.45,1.361,-16,0,0,1612.21876045051,1667.22515100339,1596.07241685916,1651.35691154638,1591.02003087575,1617.64147903103
692,2017-01-14nwehtx,2017-01-14,2016,htx,nwe,15.5,9.87,1.083,-18,0,0,1509.9026824884302,1787.6356821553,1474.94564759591,1763.20189462063,1468.25038549662,1759.99606332935
693,2017-01-15dalgnb,2017-01-15,2016,gnb,dal,5.0,3.01,1.444,3,1,1,1671.22714359747,1640.55696246809,1650.69813905798,1688.30640903499,1623.89708900788,1666.82428786038
694,2017-01-15kanpit,2017-01-15,2016,pit,kan,2.5,2.25,1.724,2,1,1,1647.080942827183,1696.11710444938,1637.52193392217,1678.23143455554,1501.7435003071,1648.80869837391
695,2017-01-22atlgnb,2017-01-22,2016,gnb,atl,6.5,3.25,1.395,-23,0,0,1683.5047499668,1690.15674590669,1671.22714359747,1667.22515100339,1650.69813905798,1651.35691154638
696,2017-01-22nwepit,2017-01-22,2016,pit,nwe,5.5,3.05,1.434,-19,0,0,1657.23245347039,1784.57476778501,1647.080942827183,1787.6356821553,1637.52193392217,1763.20189462063
697,2017-09-21sforam,2017-09-21,2017,ram,sfo,-3.0,1.689,2.31,2,1,0,1412.97885721389,1311.86808858059,1435.1033886943,1322.2259964839,1380.12083035447,1347.5312215583
698,2017-09-24bufden,2017-09-24,2017,den,buf,-3.5,1.564,2.59,-10,0,0,1595.70676892057,1489.48247241035,1559.27026669378,1504.51857867775,1549.17505654366,1488.8907387893698
699,2017-09-24carnor,2017-09-24,2017,nor,car,5.0,3.06,1.432,21,1,1,1472.1239636097598,1547.25591804683,1490.46205650636,1537.08694396571,1508.9754559556102,1515.97475152412
700,2017-09-24chipit,2017-09-24,2017,pit,chi,-7.0,1.344,3.56,-6,0,0,1623.32321812158,1346.81605042024,1606.70657053028,1354.85207319186,1601.41809489411,1362.69695911864
701,2017-09-24cltcle,2017-09-24,2017,cle,clt,-1.0,1.98,1.925,-3,0,0,1305.66042773989,1479.4633027846,1321.17260588173,1501.1698291467198,1328.86921447255,1460.9069649991302
702,2017-09-24detatl,2017-09-24,2017,atl,det,-3.0,1.617,2.46,4,1,1,1655.57922197201,1562.1538809008598,1644.0021756194,1532.59907143142,1636.38754482322,1500.47975102602
703,2017-09-24gnbcin,2017-09-24,2017,cin,gnb,7.0,3.81,1.312,-3,0,1,1434.64572832223,1595.19355445815,1456.61237886954,1615.12265398016,1516.421347884762,1604.8994067015
704,2017-09-24jaxrav,2017-09-24,2017,rav,jax,-3.0,1.649,2.39,-37,0,0,1534.82065662464,1391.86299002801,1525.52166376092,1432.704991144998,1491.766571248933,1381.987566889709
705,2017-09-24nwehtx,2017-09-24,2017,htx,nwe,13.5,8.67,1.1,-3,0,1,1526.64456536223,1683.41280867068,1503.76729984652,1654.9165531989,1481.0924709139902,1707.36077607576
706,2017-09-24otisea,2017-09-24,2017,sea,oti,2.0,2.15,1.787,-6,0,0,1548.94606393458,1479.81267275591,1546.2243575552202,1444.15737005685,1567.54740024124,1463.78323086005
707,2017-09-24phinyg,2017-09-24,2017,nyg,phi,5.0,3.05,1.434,-3,0,1,1467.2888100741402,1534.37176971632,1503.21997525659,1542.060650224099,1524.64173652213,1505.64581495912
708,2017-09-24sdgkan,2017-09-24,2017,kan,sdg,-3.0,1.689,2.31,14,1,1,1677.81851565716,1427.24564771431,1668.78401558463,1428.99746015789,1616.7356590609002,1430.64837367164
709,2017-09-24wasrai,2017-09-24,2017,rai,was,-3.5,1.54,2.66,-17,0,0,1588.36916360698,1494.48809134836,1565.83103466998,1475.63252265847,1540.58518268181,1515.2090051469302
710,2017-09-25crddal,2017-09-25,2017,dal,crd,-3.0,1.671,2.35,11,1,1,1568.70366554586,1518.10053645244,1599.61689321174,1506.1513983529298,1577.4470100455198,1536.377847494266
711,2017-09-28gnbchi,2017-09-28,2017,chi,gnb,7.5,4.14,1.277,-21,0,0,1377.57565912471,1598.45294301667,1346.81605042024,1595.19355445815,1354.85207319186,1615.12265398016
712,2017-10-01atlbuf,2017-10-01,2017,buf,atl,8.0,4.22,1.27,6,1,1,1517.7210175139398,1662.4578318612298,1489.48247241035,1655.57922197201,1504.51857867775,1644.0021756194
713,2017-10-01clecin,2017-10-01,2017,cin,cle,-3.0,1.602,2.5,24,1,1,1432.08694390183,1302.20849102993,1434.64572832223,1305.66042773989,1456.61237886954,1321.17260588173
714,2017-10-01crdsfo,2017-10-01,2017,sfo,crd,6.0,3.26,1.393,-3,0,1,1309.44754420191,1491.0795960414298,1311.86808858059,1518.10053645244,1322.2259964839,1506.1513983529298
715,2017-10-01dalram,2017-10-01,2017,ram,dal,4.5,3.11,1.421,5,1,1,1439.28283131716,1600.34204372405,1412.97885721389,1568.70366554586,1435.1033886943,1599.61689321174
716,2017-10-01denrai,2017-10-01,2017,rai,den,3.5,2.66,1.54,-6,0,0,1543.7719641651502,1564.6017595575,1588.36916360698,1595.70676892057,1565.83103466998,1559.27026669378
717,2017-10-01htxoti,2017-10-01,2017,oti,htx,-2.5,1.714,2.27,-43,0,0,1506.0673988618498,1523.57773344572,1479.81267275591,1526.64456536223,1444.15737005685,1503.76729984652
718,2017-10-01mianor,2017-10-01,2017,nor,mia,-3.5,1.526,2.71,20,1,1,1522.02823693366,1473.19240169115,1472.1239636097598,1505.2370573039,1490.46205650636,1489.51582731345
719,2017-10-01mindet,2017-10-01,2017,det,min,2.5,2.31,1.689,7,1,1,1545.87288283277,1438.47457914824,1562.1538809008598,1390.11002970764,1532.59907143142,1401.94180159074
720,2017-10-01nwecar,2017-10-01,2017,car,nwe,9.0,4.85,1.222,3,1,1,1490.38852379403,1694.21865616269,1547.25591804683,1683.41280867068,1537.08694396571,1654.9165531989
721,2017-10-01nyjjax,2017-10-01,2017,jax,nyj,-4.0,1.51,2.76,-3,0,0,1458.46242245837,1451.36094108944,1391.86299002801,1417.33237374014,1432.704991144998,1430.94620032562
722,2017-10-01ravpit,2017-10-01,2017,pit,rav,-3.5,1.54,2.66,17,1,1,1586.6744589914,1466.4274974517,1623.32321812158,1534.82065662464,1606.70657053028,1525.52166376092
723,2017-10-01sdgphi,2017-10-01,2017,phi,sdg,2.0,2.09,1.833,2,1,1,1543.4511549182,1402.63878112437,1534.37176971632,1427.24564771431,1542.060650224099,1428.99746015789
724,2017-10-01seaclt,2017-10-01,2017,clt,sea,12.5,7.38,1.125,-28,0,0,1493.91828367196,1541.22295082039,1479.4633027846,1548.94606393458,1501.1698291467198,1546.2243575552202
725,2017-10-01tamnyg,2017-10-01,2017,nyg,tam,2.5,2.26,1.719,-2,0,1,1470.611875406454,1490.60844903541,1467.2888100741402,1513.34752471281,1503.21997525659,1499.67745709888
726,2017-10-02kanwas,2017-10-02,2017,was,kan,6.5,3.39,1.371,-9,0,0,1534.40670357222,1685.75202126913,1494.48809134836,1677.81851565716,1475.63252265847,1668.78401558463
727,2017-10-05tamnwe,2017-10-05,2017,nwe,tam,-3.5,1.54,2.66,5,1,1,1669.1585164332,1508.15228119991,1694.21865616269,1490.60844903541,1683.41280867068,1513.34752471281
728,2017-10-08cinbuf,2017-10-08,2017,buf,cin,3.0,2.4,1.645,-4,0,0,1546.17658203331,1470.39133188961,1517.7210175139398,1432.08694390183,1489.48247241035,1434.64572832223
729,2017-10-08clenyj,2017-10-08,2017,nyj,cle,-1.5,1.847,2.07,3,1,1,1458.57515992697,1272.38789348691,1451.36094108944,1302.20849102993,1417.33237374014,1305.66042773989
730,2017-10-08cltsfo,2017-10-08,2017,sfo,clt,-1.0,1.961,1.943,-3,0,0,1298.15181527772,1471.4559379354798,1309.44754420191,1493.91828367196,1311.86808858059,1479.4633027846
731,2017-10-08dalgnb,2017-10-08,2017,gnb,dal,2.5,2.18,1.769,4,1,1,1607.70565413534,1568.88038612655,1598.45294301667,1600.34204372405,1595.19355445815,1568.70366554586
732,2017-10-08detcar,2017-10-08,2017,car,det,2.0,2.18,1.769,3,1,1,1530.35769234343,1559.30546365568,1490.38852379403,1545.87288283277,1547.25591804683,1562.1538809008598
733,2017-10-08htxkan,2017-10-08,2017,kan,htx,-2.0,1.781,2.16,8,1,1,1702.18900011904,1567.48628444466,1685.75202126913,1523.57773344572,1677.81851565716,1526.64456536223
734,2017-10-08miaoti,2017-10-08,2017,oti,mia,0.0,2.04,1.869,-6,0,0,1329.41693555161,1439.11837252385,1506.0673988618498,1473.19240169115,1479.81267275591,1505.2370573039
735,2017-10-08nygsdg,2017-10-08,2017,sdg,nyg,3.0,2.44,1.625,5,1,1,1399.50666686312,1473.03883418252,1402.63878112437,1470.611875406454,1427.24564771431,1467.2888100741402
736,2017-10-08phicrd,2017-10-08,2017,crd,phi,6.0,3.26,1.393,-27,0,0,1494.44415141332,1553.6912598996898,1491.0795960414298,1543.4511549182,1518.10053645244,1534.37176971632
737,2017-10-08pitjax,2017-10-08,2017,jax,pit,7.5,3.89,1.303,21,1,1,1441.03997219042,1609.27361894486,1458.46242245837,1586.6744589914,1391.86299002801,1623.32321812158
738,2017-10-08rairav,2017-10-08,2017,rav,rai,3.0,2.4,1.645,13,1,1,1437.7695315805902,1444.84783920609,1466.4274974517,1543.7719641651502,1534.82065662464,1588.36916360698
739,2017-10-08ramsea,2017-10-08,2017,sea,ram,2.0,2.2,1.751,6,1,1,1566.05642012527,1475.86847772966,1541.22295082039,1439.28283131716,1548.94606393458,1412.97885721389
740,2017-10-09chimin,2017-10-09,2017,min,chi,-3.5,1.564,2.59,3,1,0,1524.07139407405,1401.79364082591,1438.47457914824,1377.57565912471,1390.11002970764,1346.81605042024
741,2017-10-12carphi,2017-10-12,2017,phi,car,3.0,2.29,1.699,5,1,1,1584.96353881326,1559.29120689842,1553.6912598996898,1530.35769234343,1543.4511549182,1490.38852379403
742,2017-10-15atlmia,2017-10-15,2017,mia,atl,14.0,7.38,1.125,3,1,1,1449.4955513986,1622.20011593266,1439.11837252385,1662.4578318612298,1473.19240169115,1655.57922197201
743,2017-10-15crdtam,2017-10-15,2017,tam,crd,-2.5,1.746,2.21,-5,0,0,1496.05944707875,1476.18228243472,1508.15228119991,1494.44415141332,1490.60844903541,1491.0795960414298
744,2017-10-15dennyg,2017-10-15,2017,nyg,den,14.0,6.81,1.139,13,1,1,1440.75128575461,1575.1589411305602,1473.03883418252,1564.6017595575,1470.611875406454,1595.70676892057
745,2017-10-15htxcle,2017-10-15,2017,cle,htx,7.5,3.89,1.303,-16,0,0,1242.88878377156,1558.71826736453,1272.38789348691,1567.48628444466,1302.20849102993,1523.57773344572
746,2017-10-15jaxram,2017-10-15,2017,ram,jax,1.0,2.04,1.869,10,1,1,1454.33181911978,1488.78672451356,1475.86847772966,1441.03997219042,1439.28283131716,1458.46242245837
747,2017-10-15kanpit,2017-10-15,2017,pit,kan,3.5,2.66,1.54,6,1,1,1543.69387768611,1726.17366613947,1609.27361894486,1702.18900011904,1586.6744589914,1685.75202126913
748,2017-10-15mingnb,2017-10-15,2017,gnb,min,-3.0,1.666,2.36,-13,0,0,1623.28400782924,1442.8140225109798,1607.70565413534,1524.07139407405,1598.45294301667,1438.47457914824
749,2017-10-15nordet,2017-10-15,2017,det,nor,6.0,3.05,1.434,-14,0,0,1537.97416389266,1549.66172621826,1559.30546365568,1522.02823693366,1545.87288283277,1472.1239636097598
750,2017-10-15nyjnwe,2017-10-15,2017,nwe,nyj,-9.0,1.238,4.61,7,1,0,1676.90614120686,1467.24794332772,1669.1585164332,1458.57515992697,1694.21865616269,1451.36094108944
751,2017-10-15raisdg,2017-10-15,2017,sdg,rai,3.0,2.39,1.649,1,1,1,1426.41426322379,1491.92603362168,1399.50666686312,1444.84783920609,1402.63878112437,1543.7719641651502
752,2017-10-15ravchi,2017-10-15,2017,chi,rav,5.5,2.97,1.454,3,1,1,1386.57534906628,1479.43555589126,1401.79364082591,1437.7695315805902,1377.57565912471,1466.4274974517
753,2017-10-15wassfo,2017-10-15,2017,sfo,was,12.0,5.61,1.181,-2,0,1,1301.33128334333,1527.90280818202,1298.15181527772,1534.40670357222,1309.44754420191,1494.48809134836
754,2017-10-16oticlt,2017-10-16,2017,clt,oti,7.0,3.45,1.361,-14,0,0,1478.05550526615,1465.10213818406,1471.4559379354798,1329.41693555161,1493.91828367196,1506.0673988618498
755,2017-10-19raikan,2017-10-19,2017,kan,rai,-3.0,1.653,2.38,-1,0,0,1688.28408794766,1477.2097742110784,1726.17366613947,1491.92603362168,1702.18900011904,1444.84783920609
756,2017-10-22buftam,2017-10-22,2017,tam,buf,3.0,2.5,1.602,-3,0,0,1475.051584748147,1519.06732494153,1496.05944707875,1546.17658203331,1508.15228119991,1517.7210175139398
757,2017-10-22chicar,2017-10-22,2017,car,chi,-2.5,1.666,2.36,-14,0,0,1537.00731175922,1406.1855479029898,1559.29120689842,1386.57534906628,1530.35769234343,1401.79364082591
758,2017-10-22cleoti,2017-10-22,2017,oti,cle,-5.5,1.434,3.05,3,1,0,1486.9202916688798,1260.0352006642,1465.10213818406,1242.88878377156,1329.41693555161,1272.38789348691
759,2017-10-22cltjax,2017-10-22,2017,jax,clt,-3.0,1.641,2.41,27,1,1,1452.63833907556,1457.25000984343,1488.78672451356,1478.05550526615,1441.03997219042,1471.4559379354798
760,2017-10-22gnbnor,2017-10-22,2017,nor,gnb,-3.5,1.54,2.66,9,1,1,1564.42420911997,1412.0201902819,1549.66172621826,1623.28400782924,1522.02823693366,1607.70565413534
761,2017-10-22mianyj,2017-10-22,2017,nyj,mia,3.0,2.41,1.641,-3,0,0,1456.793120985212,1476.29373471787,1467.24794332772,1449.4955513986,1458.57515992697,1439.11837252385
762,2017-10-22minrav,2017-10-22,2017,rav,min,5.0,3.05,1.434,-8,0,0,1448.9641615955502,1479.66085953605,1479.43555589126,1442.8140225109798,1437.7695315805902,1524.07139407405
763,2017-10-22nweatl,2017-10-22,2017,atl,nwe,3.0,2.3,1.694,-16,0,0,1593.93552498959,1684.79678102505,1622.20011593266,1676.90614120686,1662.4578318612298,1669.1585164332
764,2017-10-22nygsea,2017-10-22,2017,sea,nyg,-3.5,1.512,2.75,17,1,1,1577.97859930862,1480.404403258439,1566.05642012527,1440.75128575461,1541.22295082039,1473.03883418252
765,2017-10-22pitcin,2017-10-22,2017,cin,pit,4.0,2.86,1.48,-15,0,0,1487.08510333996,1577.75523902562,1470.39133188961,1543.69387768611,1432.08694390183,1609.27361894486
766,2017-10-22ramcrd,2017-10-22,2017,crd,ram,3.0,2.48,1.609,-33,0,0,1495.18743832251,1486.51630128603,1476.18228243472,1454.33181911978,1494.44415141332,1475.86847772966
767,2017-10-22sdgden,2017-10-22,2017,den,sdg,-1.0,1.917,1.99,-21,0,0,1530.81610039433,1439.28722945172,1575.1589411305602,1426.41426322379,1564.6017595575,1399.50666686312
